ID,Name,Species,Variant,Generation,Rarity,Type1,Type2,Total,HP,Attack,Defense,Sp. Atk,Sp. Def,Speed,VGC2022_rules,Monthly Usage (k),Usage Percent (%),Monthly Rank,image_url,missing_base_stats,offensive_score,defensive_score,speed_tier,is_single_type,is_legendary,is_mythical,has_usage_data,is_permitted_vgc2022,stat_specialization,normalized_name
268,Cascoon,Cascoon,,3,Common,Bug,,205.0,50.0,35.0,55.0,25.0,25.0,15.0,,,,,https://img.pokemondb.net/sprites/sword-shield/icon/cascoon.png,False,35.0,130.0,slow,True,False,False,False,False,25.0,cascoon
269,Dustox,Dustox,,3,Common,Bug,Poison,385.0,60.0,50.0,70.0,50.0,90.0,65.0,,,,,https://img.pokemondb.net/sprites/sword-shield/icon/dustox.png,False,50.0,220.0,mid,False,False,False,False,False,31.0,dustox
270,Lotad,Lotad,,3,Common,Water,Grass,220.0,40.0,30.0,30.0,40.0,50.0,30.0,Permitted,,,,https://img.pokemondb.net/sprites/sword-shield/icon/lotad.png,False,40.0,120.0,slow,False,False,False,False,True,16.0,lotad
271,Lombre,Lombre,,3,Common,Water,Grass,340.0,60.0,50.0,50.0,60.0,70.0,50.0,Permitted,,,,https://img.pokemondb.net/sprites/sword-shield/icon/lombre.png,False,60.0,180.0,mid,False,False,False,False,True,16.0,lombre
272,Ludicolo,Ludicolo,,3,Common,Water,Grass,480.0,80.0,70.0,70.0,90.0,100.0,70.0,Permitted,16,0,112,https://img.pokemondb.net/sprites/sword-shield/icon/ludicolo.png,False,90.0,250.0,mid,False,False,False,True,True,24.0,ludicolo
273,Seedot,Seedot,,3,Common,Grass,,220.0,40.0,40.0,50.0,30.0,30.0,30.0,Permitted,,,,https://img.pokemondb.net/sprites/sword-shield/icon/seedot.png,False,40.0,120.0,slow,True,False,False,False,True,16.0,seedot
274,Nuzleaf,Nuzleaf,,3,Common,Grass,Dark,340.0,70.0,70.0,40.0,60.0,40.0,60.0,Permitted,,,,https://img.pokemondb.net/sprites/sword-shield/icon/nuzleaf.png,False,70.0,150.0,mid,False,False,False,False,True,20.0,nuzleaf
275,Shiftry,Shiftry,,3,Common,Grass,Dark,480.0,90.0,100.0,60.0,90.0,60.0,80.0,Permitted,3,0,142,https://img.pokemondb.net/sprites/sword-shield/icon/shiftry.png,False,100.0,210.0,mid,False,False,False,True,True,24.0,shiftry
276,Taillow,Taillow,,3,Common,Normal,Flying,270.0,40.0,55.0,30.0,30.0,30.0,85.0,,,,,https://img.pokemondb.net/sprites/sword-shield/icon/taillow.png,False,55.0,100.0,mid,False,False,False,False,False,48.0,taillow
277,Swellow,Swellow,,3,Common,Normal,Flying,455.0,60.0,85.0,60.0,75.0,50.0,125.0,,,,,https://img.pokemondb.net/sprites/sword-shield/icon/swellow.png,False,85.0,170.0,elite,False,False,False,False,False,59.0,swellow
278,Wingull,Wingull,,3,Common,Water,Flying,270.0,40.0,30.0,30.0,55.0,30.0,85.0,Permitted,,,,https://img.pokemondb.net/sprites/sword-shield/icon/wingull.png,False,55.0,100.0,mid,False,False,False,False,True,48.0,wingull
279,Pelipper,Pelipper,,3,Common,Water,Flying,440.0,60.0,50.0,100.0,95.0,70.0,65.0,Permitted,8,0,126,https://img.pokemondb.net/sprites/sword-shield/icon/pelipper.png,False,95.0,230.0,mid,False,False,False,True,True,32.0,pelipper
280,Ralts,Ralts,,3,Common,Psychic,Fairy,198.0,28.0,25.0,25.0,45.0,35.0,40.0,Permitted,,,,https://img.pokemondb.net/sprites/sword-shield/icon/ralts.png,False,45.0,88.0,slow,False,False,False,False,True,14.399999999999999,ralts
281,Kirlia,Kirlia,,3,Common,Psychic,Fairy,278.0,38.0,35.0,35.0,65.0,55.0,50.0,Permitted,,,,https://img.pokemondb.net/sprites/sword-shield/icon/kirlia.png,False,65.0,128.0,mid,False,False,False,False,True,22.4,kirlia
282,Gardevoir,Gardevoir,,3,Common,Psychic,Fairy,518.0,68.0,65.0,65.0,125.0,115.0,80.0,Permitted,,,,https://img.pokemondb.net/sprites/sword-shield/icon/gardevoir.png,False,125.0,248.0,mid,False,False,False,False,True,46.400000000000006,gardevoir
282,Mega Gardevoir,Gardevoir,Mega,6,Common,Psychic,Fairy,618.0,68.0,85.0,65.0,165.0,135.0,100.0,Banned,,,,https://img.pokemondb.net/sprites/sword-shield/icon/gardevoir-mega.png,False,165.0,268.0,fast,False,False,False,False,False,74.4,mega gardevoir
283,Surskit,Surskit,,3,Common,Bug,Water,269.0,40.0,30.0,32.0,50.0,52.0,65.0,,,,,https://img.pokemondb.net/sprites/sword-shield/icon/surskit.png,False,50.0,124.0,mid,False,False,False,False,False,24.200000000000003,surskit
284,Masquerain,Masquerain,,3,Common,Bug,Flying,454.0,70.0,60.0,62.0,100.0,82.0,80.0,,,,,https://img.pokemondb.net/sprites/sword-shield/icon/masquerain.png,False,100.0,214.0,mid,False,False,False,False,False,29.200000000000003,masquerain
285,Shroomish,Shroomish,,3,Common,Grass,,295.0,60.0,40.0,60.0,40.0,60.0,35.0,,,,,https://img.pokemondb.net/sprites/sword-shield/icon/shroomish.png,False,40.0,180.0,slow,True,False,False,False,False,21.666666666666664,shroomish
286,Breloom,Breloom,,3,Common,Grass,Fighting,460.0,60.0,130.0,80.0,60.0,60.0,70.0,,,,,https://img.pokemondb.net/sprites/sword-shield/icon/breloom.png,False,130.0,200.0,mid,False,False,False,False,False,64.0,breloom
287,Slakoth,Slakoth,,3,Common,Normal,,280.0,60.0,60.0,60.0,35.0,35.0,30.0,,,,,https://img.pokemondb.net/sprites/sword-shield/icon/slakoth.png,False,60.0,155.0,slow,True,False,False,False,False,26.666666666666664,slakoth
288,Vigoroth,Vigoroth,,3,Common,Normal,,440.0,80.0,80.0,80.0,55.0,55.0,90.0,,,,,https://img.pokemondb.net/sprites/sword-shield/icon/vigoroth.png,False,80.0,215.0,fast,True,False,False,False,False,20.0,vigoroth
289,Slaking,Slaking,,3,Common,Normal,,670.0,150.0,160.0,100.0,95.0,65.0,100.0,,,,,https://img.pokemondb.net/sprites/sword-shield/icon/slaking.png,False,160.0,315.0,fast,True,False,False,False,False,58.0,slaking
290,Nincada,Nincada,,3,Common,Bug,Ground,266.0,31.0,45.0,90.0,30.0,30.0,40.0,Permitted,,,,https://img.pokemondb.net/sprites/sword-shield/icon/nincada.png,False,45.0,151.0,slow,False,False,False,False,True,54.8,nincada
291,Ninjask,Ninjask,,3,Common,Bug,Flying,456.0,61.0,90.0,45.0,50.0,50.0,160.0,Permitted,,,,https://img.pokemondb.net/sprites/sword-shield/icon/ninjask.png,False,90.0,156.0,elite,False,False,False,False,True,100.8,ninjask
292,Shedinja,Shedinja,,3,Common,Bug,Ghost,236.0,1.0,90.0,45.0,30.0,30.0,40.0,Permitted,42,4,30,https://img.pokemondb.net/sprites/sword-shield/icon/shedinja.png,False,90.0,76.0,slow,False,False,False,True,True,60.8,shedinja
293,Whismur,Whismur,,3,Common,Normal,,240.0,64.0,51.0,23.0,51.0,23.0,28.0,Permitted,,,,https://img.pokemondb.net/sprites/sword-shield/icon/whismur.png,False,51.0,110.0,slow,True,False,False,False,True,28.799999999999997,whismur
294,Loudred,Loudred,,3,Common,Normal,,360.0,84.0,71.0,43.0,71.0,43.0,48.0,Permitted,,,,https://img.pokemondb.net/sprites/sword-shield/icon/loudred.png,False,71.0,170.0,slow,True,False,False,False,True,28.799999999999997,loudred
295,Exploud,Exploud,,3,Common,Normal,,490.0,104.0,91.0,63.0,91.0,73.0,68.0,Permitted,,,,https://img.pokemondb.net/sprites/sword-shield/icon/exploud.png,False,91.0,240.0,mid,True,False,False,False,True,26.799999999999997,exploud
296,Makuhita,Makuhita,,3,Common,Fighting,,237.0,72.0,60.0,30.0,20.0,30.0,25.0,,,,,https://img.pokemondb.net/sprites/sword-shield/icon/makuhita.png,False,60.0,132.0,slow,True,False,False,False,False,39.0,makuhita
297,Hariyama,Hariyama,,3,Common,Fighting,,474.0,144.0,120.0,60.0,40.0,60.0,50.0,,,,,https://img.pokemondb.net/sprites/sword-shield/icon/hariyama.png,False,120.0,264.0,mid,True,False,False,False,False,78.0,hariyama
298,Azurill,Azurill,,3,Baby,Normal,Fairy,190.0,50.0,20.0,40.0,20.0,40.0,20.0,Permitted,,,,https://img.pokemondb.net/sprites/sword-shield/icon/azurill.png,False,20.0,130.0,slow,False,False,False,False,True,22.0,azurill
299,Nosepass,Nosepass,,3,Common,Rock,,375.0,30.0,45.0,135.0,45.0,90.0,30.0,,,,,https://img.pokemondb.net/sprites/sword-shield/icon/nosepass.png,False,45.0,255.0,slow,True,False,False,False,False,87.0,nosepass
300,Skitty,Skitty,,3,Common,Normal,,260.0,50.0,45.0,45.0,35.0,35.0,50.0,,,,,https://img.pokemondb.net/sprites/sword-shield/icon/skitty.png,False,45.0,130.0,mid,True,False,False,False,False,10.0,skitty
301,Delcatty,Delcatty,,3,Common,Normal,,400.0,70.0,65.0,65.0,55.0,55.0,90.0,,,,,https://img.pokemondb.net/sprites/sword-shield/icon/delcatty.png,False,65.0,190.0,fast,True,False,False,False,False,28.0,delcatty
302,Mega Sableye,Sableye,Mega,6,Common,Dark,Ghost,480.0,50.0,85.0,125.0,85.0,115.0,20.0,Banned,,,,https://img.pokemondb.net/sprites/sword-shield/icon/sableye-mega.png,False,85.0,290.0,slow,False,False,False,False,False,54.0,mega sableye
302,Sableye,Sableye,,3,Common,Dark,Ghost,380.0,50.0,75.0,75.0,65.0,65.0,50.0,Permitted,47,2,41,https://img.pokemondb.net/sprites/sword-shield/icon/sableye.png,False,75.0,190.0,mid,False,False,False,True,True,17.5,sableye
303,Mawile,Mawile,,3,Common,Steel,Fairy,380.0,50.0,85.0,85.0,55.0,55.0,50.0,Permitted,,,,https://img.pokemondb.net/sprites/sword-shield/icon/mawile.png,False,85.0,190.0,mid,False,False,False,False,True,32.5,mawile
303,Mega Mawile,Mawile,Mega,6,Common,Steel,Fairy,480.0,50.0,105.0,125.0,55.0,95.0,50.0,Banned,,,,https://img.pokemondb.net/sprites/sword-shield/icon/mawile-mega.png,False,105.0,270.0,mid,False,False,False,False,False,54.0,mega mawile
304,Aron,Aron,,3,Common,Steel,Rock,330.0,50.0,70.0,100.0,40.0,40.0,30.0,Permitted,,,,https://img.pokemondb.net/sprites/sword-shield/icon/aron.png,False,70.0,190.0,slow,False,False,False,False,True,54.0,aron
305,Lairon,Lairon,,3,Common,Steel,Rock,430.0,60.0,90.0,140.0,50.0,50.0,40.0,Permitted,,,,https://img.pokemondb.net/sprites/sword-shield/icon/lairon.png,False,90.0,250.0,slow,False,False,False,False,True,82.0,lairon
306,Aggron,Aggron,,3,Common,Steel,Rock,530.0,70.0,110.0,180.0,60.0,60.0,50.0,Permitted,,,,https://img.pokemondb.net/sprites/sword-shield/icon/aggron.png,False,110.0,310.0,mid,False,False,False,False,True,110.0,aggron
306,Mega Aggron,Aggron,Mega,6,Common,Steel,,630.0,70.0,140.0,230.0,60.0,80.0,50.0,Banned,,,,https://img.pokemondb.net/sprites/sword-shield/icon/aggron-mega.png,False,140.0,380.0,mid,True,False,False,False,False,150.0,mega aggron
307,Meditite,Meditite,,3,Common,Fighting,Psychic,280.0,30.0,40.0,55.0,40.0,55.0,60.0,,,,,https://img.pokemondb.net/sprites/sword-shield/icon/meditite.png,False,40.0,140.0,mid,False,False,False,False,False,16.0,meditite
308,Medicham,Medicham,,3,Common,Fighting,Psychic,410.0,60.0,60.0,75.0,60.0,75.0,80.0,,,,,https://img.pokemondb.net/sprites/sword-shield/icon/medicham.png,False,60.0,210.0,mid,False,False,False,False,False,14.0,medicham
308,Mega Medicham,Medicham,Mega,6,Common,Fighting,Psychic,510.0,60.0,100.0,85.0,80.0,85.0,100.0,Banned,,,,https://img.pokemondb.net/sprites/sword-shield/icon/medicham-mega.png,False,100.0,230.0,fast,False,False,False,False,False,22.5,mega medicham
309,Electrike,Electrike,,3,Common,Electric,,295.0,40.0,45.0,40.0,65.0,40.0,65.0,Permitted,,,,https://img.pokemondb.net/sprites/sword-shield/icon/electrike.png,False,65.0,120.0,mid,True,False,False,False,True,23.75,electrike
310,Manectric,Manectric,,3,Common,Electric,,475.0,70.0,75.0,60.0,105.0,60.0,105.0,Permitted,3,0,216,https://img.pokemondb.net/sprites/sword-shield/icon/manectric.png,False,105.0,190.0,fast,True,False,False,True,True,38.75,manectric
310,Mega Manectric,Manectric,Mega,6,Common,Electric,,575.0,70.0,75.0,80.0,135.0,80.0,135.0,Banned,,,,https://img.pokemondb.net/sprites/sword-shield/icon/manectric-mega.png,False,135.0,230.0,elite,True,False,False,False,False,58.75,mega manectric
311,Plusle,Plusle,,3,Common,Electric,,405.0,60.0,50.0,40.0,85.0,75.0,95.0,,,,,https://img.pokemondb.net/sprites/sword-shield/icon/plusle.png,False,85.0,175.0,fast,True,False,False,False,False,33.0,plusle
312,Minun,Minun,,3,Common,Electric,,405.0,60.0,40.0,50.0,75.0,85.0,95.0,,,,,https://img.pokemondb.net/sprites/sword-shield/icon/minun.png,False,75.0,195.0,fast,True,False,False,False,False,33.0,minun
313,Volbeat,Volbeat,,3,Common,Bug,,430.0,65.0,73.0,75.0,47.0,85.0,85.0,,,,,https://img.pokemondb.net/sprites/sword-shield/icon/volbeat.png,False,73.0,225.0,mid,True,False,False,False,False,20.0,volbeat
314,Illumise,Illumise,,3,Common,Bug,,430.0,65.0,47.0,75.0,73.0,85.0,85.0,,,,,https://img.pokemondb.net/sprites/sword-shield/icon/illumise.png,False,73.0,225.0,mid,True,False,False,False,False,20.0,illumise
315,Roselia,Roselia,,3,Common,Grass,Poison,400.0,50.0,60.0,45.0,100.0,80.0,65.0,Permitted,,,,https://img.pokemondb.net/sprites/sword-shield/icon/roselia.png,False,100.0,175.0,mid,False,False,False,False,True,40.0,roselia
316,Gulpin,Gulpin,,3,Common,Poison,,302.0,70.0,43.0,53.0,43.0,53.0,40.0,,,,,https://img.pokemondb.net/sprites/sword-shield/icon/gulpin.png,False,43.0,176.0,slow,True,False,False,False,False,23.6,gulpin
317,Swalot,Swalot,,3,Common,Poison,,467.0,100.0,73.0,83.0,73.0,83.0,55.0,,,,,https://img.pokemondb.net/sprites/sword-shield/icon/swalot.png,False,73.0,266.0,mid,True,False,False,False,False,26.599999999999994,swalot
318,Carvanha,Carvanha,,3,Common,Water,Dark,305.0,45.0,90.0,20.0,65.0,20.0,65.0,Permitted,,,,https://img.pokemondb.net/sprites/sword-shield/icon/carvanha.png,False,90.0,85.0,mid,False,False,False,False,True,47.0,carvanha
319,Mega Sharpedo,Sharpedo,Mega,6,Common,Water,Dark,560.0,70.0,140.0,70.0,110.0,65.0,105.0,Banned,,,,https://img.pokemondb.net/sprites/sword-shield/icon/sharpedo-mega.png,False,140.0,205.0,fast,False,False,False,False,False,56.0,mega sharpedo
319,Sharpedo,Sharpedo,,3,Common,Water,Dark,460.0,70.0,120.0,40.0,95.0,40.0,95.0,Permitted,,,,https://img.pokemondb.net/sprites/sword-shield/icon/sharpedo.png,False,120.0,150.0,fast,False,False,False,False,True,52.0,sharpedo
320,Wailmer,Wailmer,,3,Common,Water,,400.0,130.0,70.0,35.0,70.0,35.0,60.0,Permitted,,,,https://img.pokemondb.net/sprites/sword-shield/icon/wailmer.png,False,70.0,200.0,mid,True,False,False,False,True,76.0,wailmer
321,Wailord,Wailord,,3,Common,Water,,500.0,170.0,90.0,45.0,90.0,45.0,60.0,Permitted,,,,https://img.pokemondb.net/sprites/sword-shield/icon/wailord.png,False,90.0,260.0,mid,True,False,False,False,True,104.0,wailord
322,Numel,Numel,,3,Common,Fire,Ground,305.0,60.0,60.0,40.0,65.0,45.0,35.0,,,,,https://img.pokemondb.net/sprites/sword-shield/icon/numel.png,False,65.0,145.0,slow,False,False,False,False,False,17.0,numel
323,Camerupt,Camerupt,,3,Common,Fire,Ground,460.0,70.0,100.0,70.0,105.0,75.0,40.0,,,,,https://img.pokemondb.net/sprites/sword-shield/icon/camerupt.png,False,105.0,215.0,slow,False,False,False,False,False,34.0,camerupt
323,Mega Camerupt,Camerupt,Mega,6,Common,Fire,Ground,560.0,70.0,120.0,100.0,145.0,105.0,20.0,Banned,,,,https://img.pokemondb.net/sprites/sword-shield/icon/camerupt-mega.png,False,145.0,275.0,slow,False,False,False,False,False,62.0,mega camerupt
324,Torkoal,Torkoal,,3,Common,Fire,,470.0,70.0,85.0,140.0,85.0,70.0,20.0,Permitted,63,3,33,https://img.pokemondb.net/sprites/sword-shield/icon/torkoal.png,False,85.0,280.0,slow,True,False,False,True,True,74.0,torkoal
325,Spoink,Spoink,,3,Common,Psychic,,330.0,60.0,25.0,35.0,70.0,80.0,60.0,,,,,https://img.pokemondb.net/sprites/sword-shield/icon/spoink.png,False,70.0,175.0,mid,True,False,False,False,False,30.0,spoink
326,Grumpig,Grumpig,,3,Common,Psychic,,470.0,80.0,45.0,65.0,90.0,110.0,80.0,,,,,https://img.pokemondb.net/sprites/sword-shield/icon/grumpig.png,False,90.0,255.0,mid,True,False,False,False,False,38.0,grumpig
327,Spinda,Spinda,,3,Common,Normal,,360.0,60.0,60.0,60.0,60.0,60.0,60.0,,,,,https://img.pokemondb.net/sprites/sword-shield/icon/spinda.png,False,60.0,180.0,mid,True,False,False,False,False,0,spinda
328,Trapinch,Trapinch,,3,Common,Ground,,290.0,45.0,100.0,45.0,45.0,45.0,10.0,Permitted,,,,https://img.pokemondb.net/sprites/sword-shield/icon/trapinch.png,False,100.0,135.0,slow,True,False,False,False,True,62.0,trapinch
329,Vibrava,Vibrava,,3,Common,Ground,Dragon,340.0,50.0,70.0,50.0,50.0,50.0,70.0,Permitted,,,,https://img.pokemondb.net/sprites/sword-shield/icon/vibrava.png,False,70.0,150.0,mid,False,False,False,False,True,20.0,vibrava
330,Flygon,Flygon,,3,Common,Ground,Dragon,520.0,80.0,100.0,80.0,80.0,80.0,100.0,Permitted,,,,https://img.pokemondb.net/sprites/sword-shield/icon/flygon.png,False,100.0,240.0,fast,False,False,False,False,True,20.0,flygon
331,Cacnea,Cacnea,,3,Common,Grass,,335.0,50.0,85.0,40.0,85.0,40.0,35.0,,,,,https://img.pokemondb.net/sprites/sword-shield/icon/cacnea.png,False,85.0,130.0,slow,True,False,False,False,False,43.75,cacnea
332,Cacturne,Cacturne,,3,Common,Grass,Dark,475.0,70.0,115.0,60.0,115.0,60.0,55.0,,,,,https://img.pokemondb.net/sprites/sword-shield/icon/cacturne.png,False,115.0,190.0,mid,False,False,False,False,False,53.75,cacturne
333,Swablu,Swablu,,3,Common,Normal,Flying,310.0,45.0,40.0,60.0,40.0,75.0,50.0,Permitted,,,,https://img.pokemondb.net/sprites/sword-shield/icon/swablu.png,False,40.0,180.0,mid,False,False,False,False,True,28.0,swablu
334,Altaria,Altaria,,3,Common,Dragon,Flying,490.0,75.0,70.0,90.0,70.0,105.0,80.0,Permitted,3,0,157,https://img.pokemondb.net/sprites/sword-shield/icon/altaria.png,False,70.0,270.0,mid,False,False,False,True,True,28.0,altaria
334,Mega Altaria,Altaria,Mega,6,Common,Dragon,Fairy,590.0,75.0,110.0,110.0,110.0,105.0,80.0,Banned,,,,https://img.pokemondb.net/sprites/sword-shield/icon/altaria-mega.png,False,110.0,290.0,mid,False,False,False,False,False,23.33333333333333,mega altaria
335,Zangoose,Zangoose,,3,Common,Normal,,458.0,73.0,115.0,60.0,60.0,60.0,90.0,,,,,https://img.pokemondb.net/sprites/sword-shield/icon/zangoose.png,False,115.0,193.0,fast,True,False,False,False,False,46.400000000000006,zangoose
336,Seviper,Seviper,,3,Common,Poison,,458.0,73.0,100.0,60.0,100.0,60.0,65.0,,,,,https://img.pokemondb.net/sprites/sword-shield/icon/seviper.png,False,100.0,193.0,mid,True,False,False,False,False,35.5,seviper
337,Lunatone,Lunatone,,3,Common,Rock,Psychic,460.0,90.0,55.0,65.0,95.0,85.0,70.0,Permitted,,,,https://img.pokemondb.net/sprites/sword-shield/icon/lunatone.png,False,95.0,240.0,mid,False,False,False,False,True,22.0,lunatone
338,Solrock,Solrock,,3,Common,Rock,Psychic,460.0,90.0,95.0,85.0,55.0,65.0,70.0,Permitted,,,,https://img.pokemondb.net/sprites/sword-shield/icon/solrock.png,False,95.0,240.0,mid,False,False,False,False,True,22.0,solrock
339,Barboach,Barboach,,3,Common,Water,Ground,288.0,50.0,48.0,43.0,46.0,41.0,60.0,Permitted,,,,https://img.pokemondb.net/sprites/sword-shield/icon/barboach.png,False,48.0,134.0,mid,False,False,False,False,True,14.399999999999999,barboach
340,Whiscash,Whiscash,,3,Common,Water,Ground,468.0,110.0,78.0,73.0,76.0,71.0,60.0,Permitted,,,,https://img.pokemondb.net/sprites/sword-shield/icon/whiscash.png,False,78.0,254.0,mid,False,False,False,False,True,38.400000000000006,whiscash
341,Corphish,Corphish,,3,Common,Water,,308.0,43.0,80.0,65.0,50.0,35.0,35.0,Permitted,,,,https://img.pokemondb.net/sprites/sword-shield/icon/corphish.png,False,80.0,143.0,slow,True,False,False,False,True,34.4,corphish
342,Crawdaunt,Crawdaunt,,3,Common,Water,Dark,468.0,63.0,120.0,85.0,90.0,55.0,55.0,Permitted,,,,https://img.pokemondb.net/sprites/sword-shield/icon/crawdaunt.png,False,120.0,203.0,mid,False,False,False,False,True,50.400000000000006,crawdaunt
343,Baltoy,Baltoy,,3,Common,Ground,Psychic,300.0,40.0,40.0,55.0,40.0,70.0,55.0,Permitted,,,,https://img.pokemondb.net/sprites/sword-shield/icon/baltoy.png,False,40.0,165.0,mid,False,False,False,False,True,24.0,baltoy
344,Claydol,Claydol,,3,Common,Ground,Psychic,500.0,60.0,70.0,105.0,70.0,120.0,75.0,Permitted,,,,https://img.pokemondb.net/sprites/sword-shield/icon/claydol.png,False,70.0,285.0,mid,False,False,False,False,True,44.0,claydol
345,Lileep,Lileep,,3,Common,Rock,Grass,355.0,66.0,41.0,77.0,61.0,87.0,23.0,Permitted,,,,https://img.pokemondb.net/sprites/sword-shield/icon/lileep.png,False,61.0,230.0,slow,False,False,False,False,True,33.4,lileep
346,Cradily,Cradily,,3,Common,Rock,Grass,495.0,86.0,81.0,97.0,81.0,107.0,43.0,Permitted,11,0,169,https://img.pokemondb.net/sprites/sword-shield/icon/cradily.png,False,81.0,290.0,slow,False,False,False,True,True,29.400000000000006,cradily
347,Anorith,Anorith,,3,Common,Rock,Bug,355.0,45.0,95.0,50.0,40.0,50.0,75.0,Permitted,,,,https://img.pokemondb.net/sprites/sword-shield/icon/anorith.png,False,95.0,145.0,mid,False,False,False,False,True,43.0,anorith
348,Armaldo,Armaldo,,3,Common,Rock,Bug,495.0,75.0,125.0,100.0,70.0,80.0,45.0,Permitted,,,,https://img.pokemondb.net/sprites/sword-shield/icon/armaldo.png,False,125.0,255.0,slow,False,False,False,False,True,51.0,armaldo
349,Feebas,Feebas,,3,Common,Water,,200.0,20.0,15.0,20.0,10.0,55.0,80.0,Permitted,,,,https://img.pokemondb.net/sprites/sword-shield/icon/feebas.png,False,15.0,95.0,mid,True,False,False,False,True,56.0,feebas
350,Milotic,Milotic,,3,Common,Water,,540.0,95.0,60.0,79.0,100.0,125.0,81.0,Permitted,30,0,102,https://img.pokemondb.net/sprites/sword-shield/icon/milotic.png,False,100.0,299.0,mid,True,False,False,True,True,42.0,milotic
351,Castform,Castform,,3,Common,Normal,,420.0,70.0,70.0,70.0,70.0,70.0,70.0,,,,,https://img.pokemondb.net/sprites/sword-shield/icon/castform.png,False,70.0,210.0,mid,True,False,False,False,False,0,castform
351,Castform Sunny Form,Castform,Sunny Form,3,Common,Fire,,420.0,70.0,70.0,70.0,70.0,70.0,70.0,,,,,https://img.pokemondb.net/sprites/sword-shield/icon/castform-sunny.png,False,70.0,210.0,mid,True,False,False,False,False,0,castform sunny form
351,Castform Rainy Form,Castform,Rainy Form,3,Common,Water,,420.0,70.0,70.0,70.0,70.0,70.0,70.0,,,,,https://img.pokemondb.net/sprites/sword-shield/icon/castform-rainy.png,False,70.0,210.0,mid,True,False,False,False,False,0,castform rainy form
